Running query: recursive_function_calls.ql on database /home/till/thesis/hantro-db...
|    scope    |                  caller_func                   |                  called_func                   |             file             |
| 1_Driver    | rockchip_vpu981_av1_dec_run                    | rockchip_vpu981_av1_dec_set_loopfilter         | rockchip_vpu981_hw_av1_dec.c |
| 1_Driver    | rockchip_vpu981_av1_dec_run                    | rockchip_vpu981_av1_dec_set_prob               | rockchip_vpu981_hw_av1_dec.c |
| 1_Driver    | rockchip_vpu981_av1_dec_run                    | rockchip_vpu981_av1_dec_set_fgs                | rockchip_vpu981_hw_av1_dec.c |
| 1_Driver    | rockchip_vpu981_av1_dec_run                    | rockchip_vpu981_av1_dec_set_cdef               | rockchip_vpu981_hw_av1_dec.c |
| 1_Driver    | rockchip_vpu981_av1_dec_run                    | rockchip_vpu981_av1_dec_set_lr                 | rockchip_vpu981_hw_av1_dec.c |
| 1_Driver    | rockchip_vpu981_av1_dec_run                    | rockchip_vpu981_av1_dec_set_picture_dimensions | rockchip_vpu981_hw_av1_dec.c |
| 1_Driver    | rockchip_vpu981_av1_dec_run                    | rockchip_vpu981_av1_dec_set_reference_frames   | rockchip_vpu981_hw_av1_dec.c |
| 1_Driver    | rockchip_vpu981_av1_dec_run                    | rockchip_vpu981_av1_dec_set_parameters         | rockchip_vpu981_hw_av1_dec.c |
| 1_Driver    | rockchip_vpu981_av1_dec_run                    | rockchip_vpu981_av1_dec_set_input_buffer       | rockchip_vpu981_hw_av1_dec.c |
| 1_Driver    | rockchip_vpu981_av1_dec_run                    | rockchip_vpu981_av1_dec_set_output_buffer      | rockchip_vpu981_hw_av1_dec.c |
| 1_Driver    | rockchip_vpu981_av1_dec_run                    | hantro_reg_write                               | hantro.h                     |
| 1_Driver    | rockchip_vpu981_av1_dec_run                    | hantro_get_src_buf                             | hantro.h                     |
| 1_Driver    | rockchip_vpu981_av1_dec_run                    | hantro_irq_done                                | hantro_drv.c                 |
| 1_Driver    | rockchip_vpu981_av1_dec_run                    | hantro_start_prepare_run                       | hantro_drv.c                 |
| 1_Driver    | rockchip_vpu981_av1_dec_run                    | hantro_end_prepare_run                         | hantro_drv.c                 |
| 1_Driver    | rockchip_vpu981_av1_dec_done                   | rockchip_vpu981_av1_dec_update_prob            | rockchip_vpu981_hw_av1_dec.c |
| 1_Driver    | hantro_vp9_mv_size                             | hantro_vp9_num_sbs                             | hantro_hw.h                  |
| 1_Driver    | hantro_hevc_compressed_size                    | hantro_hevc_luma_compressed_size               | hantro_hw.h                  |
| 1_Driver    | hantro_hevc_compressed_size                    | hantro_hevc_chroma_compressed_size             | hantro_hw.h                  |
| 1_Driver    | hantro_av1_mv_size                             | hantro_av1_num_sbs                             | hantro_hw.h                  |
| 1_Driver    | rockchip_av1_generate_luma_grain_block         | clamp                                          | rockchip_av1_filmgrain.c     |
| 1_Driver    | rockchip_av1_generate_luma_grain_block         | round_power_of_two                             | rockchip_av1_filmgrain.c     |
| 1_Driver    | rockchip_av1_generate_luma_grain_block         | rockchip_av1_update_random_register            | rockchip_av1_filmgrain.c     |
| 1_Driver    | rockchip_av1_generate_luma_grain_block         | rockchip_av1_get_random_number                 | rockchip_av1_filmgrain.c     |
| 1_Driver    | rockchip_av1_generate_chroma_grain_block       | clamp                                          | rockchip_av1_filmgrain.c     |
| 1_Driver    | rockchip_av1_generate_chroma_grain_block       | round_power_of_two                             | rockchip_av1_filmgrain.c     |
| 1_Driver    | rockchip_av1_generate_chroma_grain_block       | rockchip_av1_init_random_generator             | rockchip_av1_filmgrain.c     |
| 1_Driver    | rockchip_av1_generate_chroma_grain_block       | rockchip_av1_update_random_register            | rockchip_av1_filmgrain.c     |
| 1_Driver    | rockchip_av1_generate_chroma_grain_block       | rockchip_av1_get_random_number                 | rockchip_av1_filmgrain.c     |
| 1_Driver    | rockchip_av1_default_coeff_probs               | rockchip_av1_get_q_ctx                         | rockchip_av1_entropymode.c   |
| 1_Driver    | vidioc_enum_fmt                                | hantro_get_formats                             | hantro_v4l2.c                |
| 1_Driver    | vidioc_enum_fmt                                | hantro_get_postproc_formats                    | hantro_v4l2.c                |
| 1_Driver    | vidioc_enum_fmt                                | hantro_check_depth_match                       | hantro_v4l2.c                |
| 1_Driver    | vidioc_enum_fmt                                | fh_to_ctx                                      | hantro.h                     |
| 1_Driver    | vidioc_enum_fmt_vid_cap                        | vidioc_enum_fmt                                | hantro_v4l2.c                |
| 1_Driver    | vidioc_enum_fmt_vid_out                        | vidioc_enum_fmt                                | hantro_v4l2.c                |
| 1_Driver    | vidioc_enum_framesizes                         | hantro_find_format                             | hantro_v4l2.c                |
| 1_Driver    | vidioc_enum_framesizes                         | hantro_needs_postproc                          | hantro_postproc.c            |
| 1_Driver    | vidioc_enum_framesizes                         | hanto_postproc_enum_framesizes                 | hantro_postproc.c            |
| 1_Driver    | vidioc_enum_framesizes                         | fh_to_ctx                                      | hantro.h                     |
| 1_Driver    | device_run                                     | hantro_job_finish_no_pm                        | hantro_drv.c                 |
| 1_Driver    | device_run                                     | hantro_get_src_buf                             | hantro.h                     |
| 1_Driver    | device_run                                     | hantro_get_dst_buf                             | hantro.h                     |
| 1_Driver    | device_run                                     | rockchip_vpu981_av1_dec_run                    | rockchip_vpu981_hw_av1_dec.c |
| 1_Driver    | __prepare_mmap                                 | hantro_buf_prepare                             | hantro_v4l2.c                |
| 1_Driver    | __prepare_userptr                              | hantro_buf_prepare                             | hantro_v4l2.c                |
| 1_Driver    | __prepare_dmabuf                               | hantro_buf_prepare                             | hantro_v4l2.c                |
| 1_Driver    | __enqueue_in_driver                            | hantro_buf_queue                               | hantro_v4l2.c                |
| 1_Driver    | __buf_prepare                                  | hantro_buf_out_validate                        | hantro_v4l2.c                |
| 1_Driver    | vb2_start_streaming                            | hantro_start_streaming                         | hantro_v4l2.c                |
| 1_Driver    | __vb2_queue_cancel                             | hantro_stop_streaming                          | hantro_v4l2.c                |
| 1_Driver    | __vb2_queue_cancel                             | hantro_buf_request_complete                    | hantro_v4l2.c                |
| 1_Driver    | vb2_core_reqbufs                               | hantro_queue_setup                             | hantro_v4l2.c                |
| 1_Driver    | vb2_core_qbuf                                  | hantro_buf_out_validate                        | hantro_v4l2.c                |
| 2_SubSystem | v4l2_m2m_buf_done_and_job_finish               | v4l2_m2m_src_buf_remove                        | v4l2-mem2mem.h               |
| 2_SubSystem | v4l2_m2m_buf_done_and_job_finish               | v4l2_m2m_next_dst_buf                          | v4l2-mem2mem.h               |
| 2_SubSystem | v4l2_m2m_buf_done_and_job_finish               | v4l2_m2m_buf_done                              | v4l2-mem2mem.h               |
| 2_SubSystem | v4l2_m2m_buf_done_and_job_finish               | _v4l2_m2m_job_finish                           | v4l2-mem2mem.c               |
| 2_SubSystem | v4l2_m2m_buf_done_and_job_finish               | v4l2_m2m_schedule_next_job                     | v4l2-mem2mem.c               |
| 2_SubSystem | v4l2_m2m_try_schedule                          | __v4l2_m2m_try_queue                           | v4l2-mem2mem.c               |
| 2_SubSystem | v4l2_m2m_try_schedule                          | v4l2_m2m_try_run                               | v4l2-mem2mem.c               |
| 2_SubSystem | v4l2_m2m_get_vq                                | get_queue_ctx                                  | v4l2-mem2mem.c               |
| 2_SubSystem | device_run                                     | v4l2_m2m_buf_copy_metadata                     | v4l2-mem2mem.c               |
| 2_SubSystem | device_run                                     | rockchip_vpu981_av1_dec_run                    | rockchip_vpu981_hw_av1_dec.c |
| 2_SubSystem | device_run                                     | hantro_get_dst_buf                             | hantro.h                     |
| 2_SubSystem | device_run                                     | hantro_get_src_buf                             | hantro.h                     |
| 2_SubSystem | device_run                                     | hantro_job_finish_no_pm                        | hantro_drv.c                 |
| 2_SubSystem | vidioc_enum_framesizes                         | fh_to_ctx                                      | hantro.h                     |
| 2_SubSystem | vidioc_enum_framesizes                         | hanto_postproc_enum_framesizes                 | hantro_postproc.c            |
| 2_SubSystem | vidioc_enum_framesizes                         | hantro_needs_postproc                          | hantro_postproc.c            |
| 2_SubSystem | vidioc_enum_framesizes                         | hantro_find_format                             | hantro_v4l2.c                |
