Running query: taint_structs.ql on database /home/till/thesis/hantro-db...
|    flow_direction     |             source_function             |              sink_function               |         struct_name          | access_type |             file             |
| Kernel → Driver       | hantro_start_streaming                  | hantro_postproc_init                     | v4l2_fh                      | Read        | hantro_postproc.c            |
| Kernel → Driver       | hantro_stop_streaming                   | hantro_return_bufs                       | v4l2_fh                      | Read        | hantro_v4l2.c                |
| Kernel → Driver       | hantro_stop_streaming                   | hantro_postproc_free                     | v4l2_fh                      | Read        | hantro_postproc.c            |
| Kernel → Driver       | hantro_stop_streaming                   | hantro_stop_streaming                    | v4l2_fh                      | Read        | hantro_v4l2.c                |
| Kernel → Driver       | vidioc_enum_fmt_vid_cap                 | vidioc_enum_fmt                          | v4l2_fmtdesc                 | Read        | hantro_v4l2.c                |
| Kernel → Driver       | vidioc_enum_fmt_vid_cap                 | vidioc_enum_fmt                          | v4l2_fmtdesc                 | Write       | hantro_v4l2.c                |
| Kernel → Driver       | vidioc_enum_fmt_vid_out                 | vidioc_enum_fmt                          | v4l2_fmtdesc                 | Write       | hantro_v4l2.c                |
| Kernel → Driver       | vidioc_enum_fmt_vid_out                 | vidioc_enum_fmt                          | v4l2_fmtdesc                 | Read        | hantro_v4l2.c                |
| Kernel → Driver       | vidioc_g_fmt_cap_mplane                 | vidioc_g_fmt_cap_mplane                  | v4l2_format                  | Read        | hantro_v4l2.c                |
| Kernel → Driver       | vidioc_g_fmt_out_mplane                 | vidioc_g_fmt_out_mplane                  | v4l2_format                  | Read        | hantro_v4l2.c                |
| Kernel → Driver       | vidioc_s_fmt_cap_mplane                 | vidioc_s_fmt_cap_mplane                  | v4l2_format                  | Read        | hantro_v4l2.c                |
| Kernel → Driver       | vidioc_s_fmt_out_mplane                 | vidioc_s_fmt_out_mplane                  | v4l2_format                  | Read        | hantro_v4l2.c                |
| Kernel → Driver       | vidioc_enum_framesizes                  | vidioc_enum_framesizes                   | v4l2_frmsizeenum             | Read        | hantro_v4l2.c                |
| Kernel → Driver       | vidioc_enum_framesizes                  | vidioc_enum_framesizes                   | v4l2_frmsizeenum             | Write       | hantro_v4l2.c                |
| Kernel → Driver       | hantro_av1_s_ctrl                       | hantro_update_requires_request           | v4l2_m2m_ctx                 | Read        | hantro_v4l2.c                |
| Kernel → Driver       | hantro_start_streaming                  | hantro_postproc_init                     | v4l2_m2m_ctx                 | Read        | hantro_postproc.c            |
| Kernel → Driver       | hantro_stop_streaming                   | hantro_postproc_free                     | v4l2_m2m_ctx                 | Read        | hantro_postproc.c            |
| Kernel → Driver       | hantro_av1_s_ctrl                       | hantro_update_requires_request           | v4l2_m2m_queue_ctx           | Read        | hantro_v4l2.c                |
| Kernel → Driver       | hantro_start_streaming                  | hantro_postproc_init                     | v4l2_m2m_queue_ctx           | Read        | hantro_postproc.c            |
| Kernel → Driver       | hantro_stop_streaming                   | hantro_postproc_free                     | v4l2_m2m_queue_ctx           | Read        | hantro_postproc.c            |
| Kernel → Driver       | hantro_av1_s_ctrl                       | hantro_set_fmt_out                       | v4l2_pix_format_mplane       | Write       | hantro_v4l2.c                |
| Kernel → Driver       | hantro_av1_s_ctrl                       | hantro_try_fmt                           | v4l2_pix_format_mplane       | Read        | hantro_v4l2.c                |
| Kernel → Driver       | hantro_av1_s_ctrl                       | hantro_set_fmt_out                       | v4l2_pix_format_mplane       | Read        | hantro_v4l2.c                |
| Kernel → Driver       | hantro_av1_s_ctrl                       | hantro_set_fmt_cap                       | v4l2_pix_format_mplane       | Write       | hantro_v4l2.c                |
| Kernel → Driver       | hantro_av1_s_ctrl                       | hantro_set_fmt_cap                       | v4l2_pix_format_mplane       | Read        | hantro_v4l2.c                |
| Kernel → Driver       | hantro_av1_s_ctrl                       | hantro_reset_raw_fmt                     | v4l2_pix_format_mplane       | Read        | hantro_v4l2.c                |
| Kernel → Driver       | hantro_buf_prepare                      | hantro_buf_plane_check                   | v4l2_pix_format_mplane       | Read        | hantro_v4l2.c                |
| Kernel → Driver       | hantro_buf_prepare                      | hantro_buf_prepare                       | v4l2_pix_format_mplane       | Read        | hantro_v4l2.c                |
| Kernel → Driver       | hantro_queue_setup                      | hantro_queue_setup                       | v4l2_pix_format_mplane       | Read        | hantro_v4l2.c                |
| Kernel → Driver       | hantro_start_streaming                  | hantro_postproc_buffer_size              | v4l2_pix_format_mplane       | Read        | hantro_postproc.c            |
| Kernel → Driver       | vidioc_s_fmt_cap_mplane                 | hantro_try_fmt                           | v4l2_pix_format_mplane       | Read        | hantro_v4l2.c                |
| Kernel → Driver       | vidioc_s_fmt_cap_mplane                 | hantro_set_fmt_cap                       | v4l2_pix_format_mplane       | Read        | hantro_v4l2.c                |
| Kernel → Driver       | vidioc_s_fmt_cap_mplane                 | hantro_try_fmt                           | v4l2_pix_format_mplane       | Write       | hantro_v4l2.c                |
| Kernel → Driver       | vidioc_s_fmt_out_mplane                 | hantro_set_fmt_out                       | v4l2_pix_format_mplane       | Read        | hantro_v4l2.c                |
| Kernel → Driver       | vidioc_s_fmt_out_mplane                 | hantro_try_fmt                           | v4l2_pix_format_mplane       | Write       | hantro_v4l2.c                |
| Kernel → Driver       | vidioc_s_fmt_out_mplane                 | hantro_try_fmt                           | v4l2_pix_format_mplane       | Read        | hantro_v4l2.c                |
| Kernel → Driver       | vidioc_s_fmt_out_mplane                 | hantro_set_fmt_cap                       | v4l2_pix_format_mplane       | Read        | hantro_v4l2.c                |
| Kernel → Driver       | hantro_buf_prepare                      | hantro_buf_prepare                       | v4l2_plane_pix_format        | Read        | hantro_v4l2.c                |
| Kernel → Driver       | hantro_buf_prepare                      | hantro_buf_plane_check                   | v4l2_plane_pix_format        | Read        | hantro_v4l2.c                |
| Kernel → Driver       | hantro_queue_setup                      | hantro_queue_setup                       | v4l2_plane_pix_format        | Read        | hantro_v4l2.c                |
| Kernel → Driver       | vidioc_s_fmt_cap_mplane                 | hantro_try_fmt                           | v4l2_plane_pix_format        | Write       | hantro_v4l2.c                |
| Kernel → Driver       | vidioc_s_fmt_cap_mplane                 | hantro_try_fmt                           | v4l2_plane_pix_format        | Read        | hantro_v4l2.c                |
| Kernel → Driver       | vidioc_s_fmt_out_mplane                 | hantro_try_fmt                           | v4l2_plane_pix_format        | Read        | hantro_v4l2.c                |
| Kernel → Driver       | vidioc_s_fmt_out_mplane                 | hantro_try_fmt                           | v4l2_plane_pix_format        | Write       | hantro_v4l2.c                |
| Kernel → Driver       | hantro_buf_prepare                      | hantro_buf_prepare                       | vb2_buffer                   | Read        | hantro_v4l2.c                |
| Kernel → Driver       | hantro_buf_queue                        | hantro_buf_queue                         | vb2_buffer                   | Read        | hantro_v4l2.c                |
| Kernel → Driver       | hantro_buf_request_complete             | hantro_buf_request_complete              | vb2_buffer                   | Read        | hantro_v4l2.c                |
| Kernel → Driver       | hantro_stop_streaming                   | hantro_return_bufs                       | vb2_buffer                   | Read        | hantro_v4l2.c                |
| Kernel → Driver       | hantro_av1_s_ctrl                       | hantro_update_requires_request           | vb2_queue                    | Write       | hantro_v4l2.c                |
| Kernel → Driver       | hantro_av1_s_ctrl                       | hantro_update_requires_hold_capture_buf  | vb2_queue                    | Write       | hantro_v4l2.c                |
| Kernel → Driver       | hantro_buf_prepare                      | hantro_buf_prepare                       | vb2_queue                    | Read        | hantro_v4l2.c                |
| Kernel → Driver       | hantro_buf_queue                        | hantro_buf_queue                         | vb2_queue                    | Read        | hantro_v4l2.c                |
| Kernel → Driver       | hantro_queue_setup                      | hantro_queue_setup                       | vb2_queue                    | Read        | hantro_v4l2.c                |
| Kernel → Driver       | hantro_start_streaming                  | hantro_start_streaming                   | vb2_queue                    | Read        | hantro_v4l2.c                |
| Kernel → Driver       | hantro_start_streaming                  | hantro_vq_is_coded                       | vb2_queue                    | Read        | hantro_v4l2.c                |
| Kernel → Driver       | hantro_stop_streaming                   | hantro_postproc_free                     | vb2_queue                    | Read        | hantro_postproc.c            |
| Kernel → Driver       | hantro_stop_streaming                   | hantro_stop_streaming                    | vb2_queue                    | Read        | hantro_v4l2.c                |
| Kernel → Driver       | hantro_stop_streaming                   | hantro_vq_is_coded                       | vb2_queue                    | Read        | hantro_v4l2.c                |
| Kernel → Driver       | hantro_buf_out_validate                 | hantro_buf_out_validate                  | vb2_v4l2_buffer              | Write       | hantro_v4l2.c                |
| Kernel → Driver       | hantro_buf_queue                        | hantro_buf_queue                         | vb2_v4l2_buffer              | Write       | hantro_v4l2.c                |
| Kernel → Driver       | hantro_stop_streaming                   | hantro_return_bufs                       | vb2_v4l2_buffer              | Read        | hantro_v4l2.c                |
| Kernel → Driver       | vidioc_querycap                         | vidioc_querycap                          | video_device                 | Read        | hantro_v4l2.c                |
