Running query: find_used_structs.ql on database /home/till/thesis/hantro-db...
|              func_name               |          struct_name          | struct_origin | access_type |             file             |
| v4l2_ctrl_type_op_init               | v4l2_ctrl                     | kernel        | Read-only   | v4l2-ctrls-core.c            |
| v4l2_ctrl_type_op_init               | v4l2_ctrl_ptr                 | kernel        | Read-only   | v4l2-ctrls-core.c            |
| v4l2_event_queue_fh                  | spinlock                      | kernel        | Read-only   | v4l2-event.c                 |
| v4l2_event_queue_fh                  | v4l2_event                    | kernel        | Read-only   | v4l2-event.c                 |
| v4l2_event_queue_fh                  | v4l2_fh                       | kernel        | Read-only   | v4l2-event.c                 |
| v4l2_event_queue_fh                  | video_device                  | kernel        | Read-only   | v4l2-event.c                 |
| v4l2_event_subscribed                | (unnamed class/struct/union)  | kernel        | Read-only   | v4l2-event.c                 |
| v4l2_event_subscribed                | list_head                     | kernel        | Read-only   | v4l2-event.c                 |
| v4l2_event_subscribed                | qspinlock                     | kernel        | Read-only   | v4l2-event.c                 |
| v4l2_event_subscribed                | raw_spinlock                  | kernel        | Read-only   | v4l2-event.c                 |
| v4l2_event_subscribed                | spinlock                      | kernel        | Read-only   | v4l2-event.c                 |
| v4l2_event_subscribed                | v4l2_fh                       | kernel        | Read-only   | v4l2-event.c                 |
| v4l2_event_subscribed                | v4l2_subscribed_event         | kernel        | Read-only   | v4l2-event.c                 |
| v4l2_event_subscribed                | video_device                  | kernel        | Read-only   | v4l2-event.c                 |
| v4l2_m2m_buf_remove                  | list_head                     | kernel        | Read-only   | v4l2-mem2mem.c               |
| v4l2_m2m_buf_remove                  | spinlock                      | kernel        | Read-only   | v4l2-mem2mem.c               |
| v4l2_m2m_buf_remove                  | v4l2_m2m_buffer               | kernel        | Read-only   | v4l2-mem2mem.c               |
| v4l2_m2m_buf_remove                  | v4l2_m2m_queue_ctx            | kernel        | Read-only   | v4l2-mem2mem.c               |
| v4l2_m2m_get_vq                      | v4l2_m2m_ctx                  | kernel        | Read-only   | v4l2-mem2mem.c               |
| v4l2_m2m_get_vq                      | v4l2_m2m_queue_ctx            | kernel        | Read-only   | v4l2-mem2mem.c               |
| v4l2_m2m_ioctl_reqbufs               | file                          | kernel        | Read-only   | v4l2-mem2mem.c               |
| v4l2_m2m_ioctl_reqbufs               | v4l2_fh                       | kernel        | Read-only   | v4l2-mem2mem.c               |
| v4l2_m2m_ioctl_reqbufs               | v4l2_m2m_ctx                  | kernel        | Read-only   | v4l2-mem2mem.c               |
| v4l2_m2m_ioctl_reqbufs               | v4l2_requestbuffers           | kernel        | Read-only   | v4l2-mem2mem.c               |
| v4l2_m2m_last_buffer_done            | v4l2_m2m_ctx                  | kernel        | Read-only   | v4l2-mem2mem.c               |
| v4l2_m2m_reqbufs                     | file                          | kernel        | Read-only   | v4l2-mem2mem.c               |
| v4l2_m2m_reqbufs                     | v4l2_m2m_ctx                  | kernel        | Read-only   | v4l2-mem2mem.c               |
| v4l2_m2m_reqbufs                     | v4l2_requestbuffers           | kernel        | Read-only   | v4l2-mem2mem.c               |
| v4l2_m2m_update_stop_streaming_state | v4l2_m2m_ctx                  | kernel        | Read-only   | v4l2-mem2mem.c               |
| vb2_buffer_done                      | (unnamed class/struct/union)  | kernel        | Read-only   | videobuf2-core.c             |
| vb2_buffer_done                      | list_head                     | kernel        | Read-only   | videobuf2-core.c             |
| vb2_buffer_done                      | media_request                 | kernel        | Read-only   | videobuf2-core.c             |
| vb2_buffer_done                      | media_request_object          | kernel        | Read-only   | videobuf2-core.c             |
| vb2_buffer_done                      | spinlock                      | kernel        | Read-only   | videobuf2-core.c             |
| vb2_buffer_done                      | wait_queue_head               | kernel        | Read-only   | videobuf2-core.c             |
| vb2_core_reqbufs                     | mutex                         | kernel        | Read-only   | videobuf2-core.c             |
| vb2_dc_alloc                         | device                        | kernel        | Read-only   | videobuf2-dma-contig.c       |
| vb2_dc_alloc                         | refcount_struct               | kernel        | Read-only   | videobuf2-dma-contig.c       |
| vb2_dc_alloc_coherent                | device                        | kernel        | Read-only   | videobuf2-dma-contig.c       |
| vb2_dc_alloc_non_coherent            | device                        | kernel        | Read-only   | videobuf2-dma-contig.c       |
| vb2_dc_alloc_non_coherent            | scatterlist                   | kernel        | Read-only   | videobuf2-dma-contig.c       |
| vb2_dc_alloc_non_coherent            | sg_table                      | kernel        | Read-only   | videobuf2-dma-contig.c       |
| vb2_dc_detach_dmabuf                 | dma_buf                       | kernel        | Read-only   | videobuf2-dma-contig.c       |
| vb2_dc_detach_dmabuf                 | dma_buf_attachment            | kernel        | Read-only   | videobuf2-dma-contig.c       |
| vb2_dc_finish                        | device                        | kernel        | Read-only   | videobuf2-dma-contig.c       |
| vb2_dc_finish                        | sg_table                      | kernel        | Read-only   | videobuf2-dma-contig.c       |
| vb2_dc_num_users                     | refcount_struct               | kernel        | Read-only   | videobuf2-dma-contig.c       |
| vb2_dc_put                           | device                        | kernel        | Read-only   | videobuf2-dma-contig.c       |
| vb2_dc_put                           | refcount_struct               | kernel        | Read-only   | videobuf2-dma-contig.c       |
| vb2_dc_put                           | sg_table                      | kernel        | Read-only   | videobuf2-dma-contig.c       |
| vb2_dc_put_userptr                   | device                        | kernel        | Read-only   | videobuf2-dma-contig.c       |
| vb2_dc_put_userptr                   | frame_vector                  | kernel        | Read-only   | videobuf2-dma-contig.c       |
| vb2_dc_put_userptr                   | sg_table                      | kernel        | Read-only   | videobuf2-dma-contig.c       |
| vb2_dc_unmap_dmabuf                  | dma_buf                       | kernel        | Read-only   | videobuf2-dma-contig.c       |
| vb2_dc_unmap_dmabuf                  | dma_buf_attachment            | kernel        | Read-only   | videobuf2-dma-contig.c       |
| vb2_dc_unmap_dmabuf                  | iosys_map                     | kernel        | Read-only   | videobuf2-dma-contig.c       |
| vb2_dc_unmap_dmabuf                  | sg_table                      | kernel        | Read-only   | videobuf2-dma-contig.c       |
| vb2_destroy_framevec                 | frame_vector                  | kernel        | Read-only   | videobuf2-memops.c           |
| vb2_req_unbind                       | media_request_object          | kernel        | Read-only   | videobuf2-core.c             |
| vb2_reqbufs                          | v4l2_requestbuffers           | kernel        | Read-only   | videobuf2-v4l2.c             |
| video_devdata                        | file                          | kernel        | Read-only   | v4l2-dev.c                   |
| __buffers_in_use                     | vb2_buffer                    | other         | Read-only   | videobuf2-core.c             |
| __buffers_in_use                     | vb2_queue                     | other         | Read-only   | videobuf2-core.c             |
| __init_vb2_v4l2_buffer               | vb2_buffer                    | other         | Read-only   | videobuf2-v4l2.c             |
| __init_vb2_v4l2_buffer               | vb2_v4l2_buffer               | other         | Modified    | videobuf2-v4l2.c             |
| __setup_offsets                      | (unnamed class/struct/union)  | other         | Modified    | videobuf2-core.c             |
| __setup_offsets                      | vb2_buffer                    | other         | Read-only   | videobuf2-core.c             |
| __setup_offsets                      | vb2_queue                     | other         | Read-only   | videobuf2-core.c             |
| __vb2_buf_dmabuf_put                 | vb2_buffer                    | other         | Read-only   | videobuf2-core.c             |
| __vb2_buf_mem_alloc                  | vb2_buffer                    | other         | Read-only   | videobuf2-core.c             |
| __vb2_buf_mem_alloc                  | vb2_mem_ops                   | other         | Read-only   | videobuf2-core.c             |
| __vb2_buf_mem_alloc                  | vb2_queue                     | other         | Read-only   | videobuf2-core.c             |
| __vb2_buf_mem_finish                 | vb2_buffer                    | other         | Read-only   | videobuf2-core.c             |
| __vb2_buf_mem_finish                 | vb2_mem_ops                   | other         | Read-only   | videobuf2-core.c             |
| __vb2_buf_mem_finish                 | vb2_queue                     | other         | Read-only   | videobuf2-core.c             |
| __vb2_buf_mem_free                   | vb2_buffer                    | other         | Read-only   | videobuf2-core.c             |
| __vb2_buf_mem_free                   | vb2_mem_ops                   | other         | Read-only   | videobuf2-core.c             |
| __vb2_buf_mem_free                   | vb2_queue                     | other         | Read-only   | videobuf2-core.c             |
| __vb2_buf_userptr_put                | vb2_buffer                    | other         | Read-only   | videobuf2-core.c             |
| __vb2_buf_userptr_put                | vb2_mem_ops                   | other         | Read-only   | videobuf2-core.c             |
| __vb2_buf_userptr_put                | vb2_queue                     | other         | Read-only   | videobuf2-core.c             |
| __vb2_dqbuf                          | vb2_buf_ops                   | other         | Read-only   | videobuf2-core.c             |
| __vb2_dqbuf                          | vb2_buffer                    | other         | Read-only   | videobuf2-core.c             |
| __vb2_dqbuf                          | vb2_queue                     | other         | Read-only   | videobuf2-core.c             |
| __vb2_free_mem                       | vb2_buffer                    | other         | Read-only   | videobuf2-core.c             |
| __vb2_free_mem                       | vb2_queue                     | other         | Read-only   | videobuf2-core.c             |
| __vb2_plane_dmabuf_put               | (unnamed class/struct/union)  | other         | Modified    | videobuf2-core.c             |
| __vb2_plane_dmabuf_put               | vb2_buffer                    | other         | Read-only   | videobuf2-core.c             |
| __vb2_plane_dmabuf_put               | vb2_mem_ops                   | other         | Read-only   | videobuf2-core.c             |
| __vb2_plane_dmabuf_put               | vb2_plane                     | other         | Read-only   | videobuf2-core.c             |
| __vb2_plane_dmabuf_put               | vb2_queue                     | other         | Read-only   | videobuf2-core.c             |
| __vb2_queue_alloc                    | vb2_buf_ops                   | other         | Read-only   | videobuf2-core.c             |
| __vb2_queue_alloc                    | vb2_buffer                    | other         | Read-only   | videobuf2-core.c             |
| __vb2_queue_alloc                    | vb2_ops                       | other         | Read-only   | videobuf2-core.c             |
| __vb2_queue_alloc                    | vb2_queue                     | other         | Read-only   | videobuf2-core.c             |
| __vb2_queue_cancel                   | vb2_buffer                    | other         | Read-only   | videobuf2-core.c             |
| __vb2_queue_cancel                   | vb2_ops                       | other         | Read-only   | videobuf2-core.c             |
| __vb2_queue_cancel                   | vb2_queue                     | other         | Read-only   | videobuf2-core.c             |
| __vb2_queue_free                     | vb2_buffer                    | other         | Read-only   | videobuf2-core.c             |
| __vb2_queue_free                     | vb2_ops                       | other         | Read-only   | videobuf2-core.c             |
| __vb2_queue_free                     | vb2_queue                     | other         | Read-only   | videobuf2-core.c             |
| __verify_dmabuf_ops                  | vb2_mem_ops                   | other         | Read-only   | videobuf2-core.c             |
| __verify_dmabuf_ops                  | vb2_queue                     | other         | Read-only   | videobuf2-core.c             |
| __verify_mmap_ops                    | vb2_mem_ops                   | other         | Read-only   | videobuf2-core.c             |
| __verify_mmap_ops                    | vb2_queue                     | other         | Read-only   | videobuf2-core.c             |
| __verify_userptr_ops                 | vb2_mem_ops                   | other         | Read-only   | videobuf2-core.c             |
| __verify_userptr_ops                 | vb2_queue                     | other         | Read-only   | videobuf2-core.c             |
| hantro_buf_request_complete          | hantro_ctx                    | other         | Read-only   | hantro_v4l2.c                |
| hantro_buf_request_complete          | vb2_buffer                    | other         | Read-only   | hantro_v4l2.c                |
| hantro_buf_request_complete          | vb2_queue                     | other         | Read-only   | hantro_v4l2.c                |
| hantro_postproc_free                 | hantro_aux_buf                | other         | Read-only   | hantro_postproc.c            |
| hantro_postproc_free                 | hantro_ctx                    | other         | Read-only   | hantro_postproc.c            |
| hantro_postproc_free                 | hantro_dev                    | other         | Read-only   | hantro_postproc.c            |
| hantro_postproc_free                 | hantro_postproc_ctx           | other         | Read-only   | hantro_postproc.c            |
| hantro_postproc_free                 | vb2_queue                     | other         | Read-only   | hantro_postproc.c            |
| hantro_queue_setup                   | hantro_ctx                    | other         | Read-only   | hantro_v4l2.c                |
| hantro_queue_setup                   | vb2_queue                     | other         | Read-only   | hantro_v4l2.c                |
| hantro_return_bufs                   | hantro_ctx                    | other         | Read-only   | hantro_v4l2.c                |
| hantro_return_bufs                   | vb2_buffer                    | other         | Read-only   | hantro_v4l2.c                |
| hantro_return_bufs                   | vb2_queue                     | other         | Read-only   | hantro_v4l2.c                |
| hantro_return_bufs                   | vb2_v4l2_buffer               | other         | Read-only   | hantro_v4l2.c                |
| hantro_stop_streaming                | hantro_codec_ops              | other         | Read-only   | hantro_v4l2.c                |
| hantro_stop_streaming                | hantro_ctx                    | other         | Read-only   | hantro_v4l2.c                |
| hantro_stop_streaming                | vb2_queue                     | other         | Read-only   | hantro_v4l2.c                |
| hantro_vq_is_coded                   | hantro_ctx                    | other         | Read-only   | hantro_v4l2.c                |
| hantro_vq_is_coded                   | vb2_queue                     | other         | Read-only   | hantro_v4l2.c                |
| init_buffer_cache_hints              | vb2_buffer                    | other         | Modified    | videobuf2-core.c             |
| init_buffer_cache_hints              | vb2_queue                     | other         | Read-only   | videobuf2-core.c             |
| rockchip_vpu981_av1_dec_exit         | (unnamed class/struct/union)  | other         | Read-only   | rockchip_vpu981_hw_av1_dec.c |
| rockchip_vpu981_av1_dec_exit         | hantro_aux_buf                | other         | Read-only   | rockchip_vpu981_hw_av1_dec.c |
| rockchip_vpu981_av1_dec_exit         | hantro_av1_dec_hw_ctx         | other         | Read-only   | rockchip_vpu981_hw_av1_dec.c |
| rockchip_vpu981_av1_dec_exit         | hantro_ctx                    | other         | Read-only   | rockchip_vpu981_hw_av1_dec.c |
| rockchip_vpu981_av1_dec_exit         | hantro_dev                    | other         | Read-only   | rockchip_vpu981_hw_av1_dec.c |
| rockchip_vpu981_av1_dec_tiles_free   | (unnamed class/struct/union)  | other         | Read-only   | rockchip_vpu981_hw_av1_dec.c |
| rockchip_vpu981_av1_dec_tiles_free   | hantro_aux_buf                | other         | Read-only   | rockchip_vpu981_hw_av1_dec.c |
| rockchip_vpu981_av1_dec_tiles_free   | hantro_av1_dec_hw_ctx         | other         | Read-only   | rockchip_vpu981_hw_av1_dec.c |
| rockchip_vpu981_av1_dec_tiles_free   | hantro_ctx                    | other         | Read-only   | rockchip_vpu981_hw_av1_dec.c |
| rockchip_vpu981_av1_dec_tiles_free   | hantro_dev                    | other         | Read-only   | rockchip_vpu981_hw_av1_dec.c |
| set_queue_coherency                  | vb2_queue                     | other         | Read-only   | videobuf2-core.c             |
| v4l2_m2m_buf_remove                  | vb2_v4l2_buffer               | other         | Read-only   | v4l2-mem2mem.c               |
| v4l2_m2m_get_vq                      | vb2_queue                     | other         | Read-only   | v4l2-mem2mem.c               |
| v4l2_m2m_last_buffer_done            | vb2_buffer                    | other         | Read-only   | v4l2-mem2mem.c               |
| v4l2_m2m_last_buffer_done            | vb2_v4l2_buffer               | other         | Read-only   | v4l2-mem2mem.c               |
| v4l2_m2m_reqbufs                     | vb2_queue                     | other         | Read-only   | v4l2-mem2mem.c               |
| v4l2_m2m_update_stop_streaming_state | vb2_queue                     | other         | Read-only   | v4l2-mem2mem.c               |
| v4l2_m2m_update_stop_streaming_state | vb2_v4l2_buffer               | other         | Read-only   | v4l2-mem2mem.c               |
| vb2_buffer_done                      | vb2_buffer                    | other         | Read-only   | videobuf2-core.c             |
| vb2_buffer_done                      | vb2_queue                     | other         | Read-only   | videobuf2-core.c             |
| vb2_buffer_in_use                    | vb2_buffer                    | other         | Read-only   | videobuf2-core.c             |
| vb2_buffer_in_use                    | vb2_mem_ops                   | other         | Read-only   | videobuf2-core.c             |
| vb2_buffer_in_use                    | vb2_queue                     | other         | Read-only   | videobuf2-core.c             |
| vb2_core_allocated_buffers_storage   | vb2_queue                     | other         | Read-only   | videobuf2-core.c             |
| vb2_core_free_buffers_storage        | vb2_queue                     | other         | Read-only   | videobuf2-core.c             |
| vb2_core_reqbufs                     | vb2_ops                       | other         | Read-only   | videobuf2-core.c             |
| vb2_core_reqbufs                     | vb2_queue                     | other         | Read-only   | videobuf2-core.c             |
| vb2_dc_alloc                         | vb2_buffer                    | other         | Read-only   | videobuf2-dma-contig.c       |
| vb2_dc_alloc                         | vb2_dc_buf                    | other         | Read-only   | videobuf2-dma-contig.c       |
| vb2_dc_alloc                         | vb2_queue                     | other         | Read-only   | videobuf2-dma-contig.c       |
| vb2_dc_alloc                         | vb2_vmarea_handler            | other         | Modified    | videobuf2-dma-contig.c       |
| vb2_dc_alloc_coherent                | vb2_buffer                    | other         | Read-only   | videobuf2-dma-contig.c       |
| vb2_dc_alloc_coherent                | vb2_dc_buf                    | other         | Read-only   | videobuf2-dma-contig.c       |
| vb2_dc_alloc_coherent                | vb2_queue                     | other         | Read-only   | videobuf2-dma-contig.c       |
| vb2_dc_alloc_non_coherent            | vb2_buffer                    | other         | Read-only   | videobuf2-dma-contig.c       |
| vb2_dc_alloc_non_coherent            | vb2_dc_buf                    | other         | Read-only   | videobuf2-dma-contig.c       |
| vb2_dc_alloc_non_coherent            | vb2_queue                     | other         | Read-only   | videobuf2-dma-contig.c       |
| vb2_dc_detach_dmabuf                 | vb2_dc_buf                    | other         | Read-only   | videobuf2-dma-contig.c       |
| vb2_dc_finish                        | vb2_buffer                    | other         | Read-only   | videobuf2-dma-contig.c       |
| vb2_dc_finish                        | vb2_dc_buf                    | other         | Read-only   | videobuf2-dma-contig.c       |
| vb2_dc_num_users                     | vb2_dc_buf                    | other         | Read-only   | videobuf2-dma-contig.c       |
| vb2_dc_put                           | vb2_dc_buf                    | other         | Read-only   | videobuf2-dma-contig.c       |
| vb2_dc_put_userptr                   | vb2_dc_buf                    | other         | Read-only   | videobuf2-dma-contig.c       |
| vb2_dc_unmap_dmabuf                  | vb2_dc_buf                    | other         | Read-only   | videobuf2-dma-contig.c       |
| vb2_fileio_is_active                 | vb2_fileio_data               | other         | Read-only   | videobuf2-core.h             |
| vb2_fileio_is_active                 | vb2_queue                     | other         | Read-only   | videobuf2-core.h             |
| vb2_get_buffer                       | vb2_queue                     | other         | Read-only   | videobuf2-core.h             |
| vb2_get_drv_priv                     | vb2_queue                     | other         | Read-only   | videobuf2-core.h             |
| vb2_get_num_buffers                  | vb2_queue                     | other         | Read-only   | videobuf2-core.h             |
| vb2_queue_add_buffer                 | vb2_buffer                    | other         | Read-only   | videobuf2-core.c             |
| vb2_queue_add_buffer                 | vb2_queue                     | other         | Read-only   | videobuf2-core.c             |
| vb2_queue_allows_cache_hints         | vb2_queue                     | other         | Read-only   | videobuf2-core.h             |
| vb2_queue_remove_buffer              | vb2_buffer                    | other         | Read-only   | videobuf2-core.c             |
| vb2_queue_remove_buffer              | vb2_queue                     | other         | Read-only   | videobuf2-core.c             |
| vb2_req_unbind                       | vb2_buf_ops                   | other         | Read-only   | videobuf2-core.c             |
| vb2_req_unbind                       | vb2_buffer                    | other         | Read-only   | videobuf2-core.c             |
| vb2_req_unbind                       | vb2_queue                     | other         | Read-only   | videobuf2-core.c             |
| vb2_reqbufs                          | vb2_queue                     | other         | Read-only   | videobuf2-v4l2.c             |
| vb2_set_flags_and_caps               | vb2_queue                     | other         | Read-only   | videobuf2-v4l2.c             |
| vb2_verify_memory_type               | vb2_queue                     | other         | Read-only   | videobuf2-core.c             |
| verify_coherency_flags               | vb2_queue                     | other         | Read-only   | videobuf2-core.c             |
