Running query: find_untracked_calls.ql on database /home/till/thesis/hantro-db...
|        ops_struct         |        field        |         called_from         | param_index |            param_type             | param_name | raw_access_path |            file            | line |     implementation_func     |
| vb2_mem_ops               | get_dmabuf          | vb2_core_expbuf             |           3 | vb2_buffer *                      | vb         | mem_ops         | videobuf2-core.c           | 2466 | vb2_dma_sg_get_dmabuf       |
| vb2_mem_ops               | get_dmabuf          | vb2_core_expbuf             |           3 | vb2_buffer *                      | vb         | mem_ops         | videobuf2-core.c           | 2466 | vb2_vmalloc_get_dmabuf      |
| vb2_buf_ops               | copy_timestamp      | vb2_core_qbuf               |           0 | vb2_queue *                       | q          | buf_ops         | videobuf2-core.c           | 1900 | __copy_timestamp            |
| vb2_buf_ops               | copy_timestamp      | vb2_core_qbuf               |           0 | vb2_queue *                       | q          | buf_ops         | videobuf2-core.c           | 1940 | __copy_timestamp            |
| vb2_buf_ops               | fill_vb2_buffer     | __prepare_dmabuf            |           0 | vb2_buffer *                      | vb         | buf_ops         | videobuf2-core.c           | 1392 | __fill_vb2_buffer           |
| vb2_buf_ops               | fill_vb2_buffer     | __prepare_userptr           |           0 | vb2_buffer *                      | vb         | buf_ops         | videobuf2-core.c           | 1276 | __fill_vb2_buffer           |
| vb2_buf_ops               | fill_vb2_buffer     | __prepare_mmap              |           0 | vb2_buffer *                      | vb         | buf_ops         | videobuf2-core.c           | 1257 | __fill_vb2_buffer           |
| vb2_buf_ops               | fill_user_buffer    | vb2_core_dqbuf              |           0 | vb2_queue *                       | q          | buf_ops         | videobuf2-core.c           | 2162 | __fill_v4l2_buffer          |
| vb2_buf_ops               | fill_user_buffer    | vb2_core_qbuf               |           0 | vb2_queue *                       | q          | buf_ops         | videobuf2-core.c           | 1901 | __fill_v4l2_buffer          |
| vb2_buf_ops               | fill_user_buffer    | vb2_core_qbuf               |           0 | vb2_queue *                       | q          | buf_ops         | videobuf2-core.c           | 1953 | __fill_v4l2_buffer          |
| vb2_buf_ops               | fill_user_buffer    | vb2_core_prepare_buf        |           0 | vb2_queue *                       | q          | buf_ops         | videobuf2-core.c           | 1718 | __fill_v4l2_buffer          |
| vb2_buf_ops               | fill_user_buffer    | vb2_core_querybuf           |           0 | vb2_queue *                       | q          | buf_ops         | videobuf2-core.c           |  739 | __fill_v4l2_buffer          |
| vb2_buf_ops               | init_buffer         | __vb2_queue_alloc           |           0 | vb2_queue *                       | q          | buf_ops         | videobuf2-core.c           |  519 | __init_vb2_v4l2_buffer      |
| vb2_buf_ops               | verify_planes_array | __vb2_get_done_vb           |           0 | vb2_queue *                       | q          | buf_ops         | videobuf2-core.c           | 2094 | __verify_planes_array_core  |
| vb2_ops                   | buf_queue           | __enqueue_in_driver         |           0 | vb2_buffer *                      | vb         | ops             | videobuf2-core.c           | 1546 | hantro_buf_queue            |
| vb2_ops                   | stop_streaming      | __vb2_queue_cancel          |           0 | vb2_queue *                       | q          | ops             | videobuf2-core.c           | 2204 | hantro_stop_streaming       |
| vb2_ops                   | start_streaming     | vb2_start_streaming         |           0 | vb2_queue *                       | q          | ops             | videobuf2-core.c           | 1789 | hantro_start_streaming      |
| vb2_ops                   | buf_prepare         | __prepare_dmabuf            |           0 | vb2_buffer *                      | vb         | ops             | videobuf2-core.c           | 1513 | hantro_buf_prepare          |
| vb2_ops                   | buf_prepare         | __prepare_userptr           |           0 | vb2_buffer *                      | vb         | ops             | videobuf2-core.c           | 1356 | hantro_buf_prepare          |
| vb2_ops                   | buf_prepare         | __prepare_mmap              |           0 | vb2_buffer *                      | vb         | ops             | videobuf2-core.c           | 1259 | hantro_buf_prepare          |
| vb2_ops                   | buf_out_validate    | vb2_core_qbuf               |           1 | vb2_buffer *                      | vb         | ops             | videobuf2-core.c           | 1866 | hantro_buf_out_validate     |
| vb2_ops                   | buf_out_validate    | __buf_prepare               |           0 | vb2_buffer *                      | vb         | ops             | videobuf2-core.c           | 1565 | hantro_buf_out_validate     |
| vb2_ops                   | wait_finish         | __vb2_wait_for_done_vb      |           0 | vb2_queue *                       | q          | ops             | videobuf2-core.c           | 2054 | vb2_ops_wait_finish         |
| vb2_ops                   | wait_prepare        | __vb2_wait_for_done_vb      |           0 | vb2_queue *                       | q          | ops             | videobuf2-core.c           | 2040 | vb2_ops_wait_prepare        |
| vb2_ops                   | queue_setup         | vb2_core_create_bufs        |           0 | vb2_queue *                       | q          | ops             | videobuf2-core.c           | 1094 | hantro_queue_setup          |
| vb2_ops                   | queue_setup         | vb2_core_create_bufs        |           0 | vb2_queue *                       | q          | ops             | videobuf2-core.c           | 1118 | hantro_queue_setup          |
| vb2_ops                   | queue_setup         | vb2_core_reqbufs            |           0 | vb2_queue *                       | q          | ops             | videobuf2-core.c           |  945 | hantro_queue_setup          |
| vb2_ops                   | queue_setup         | vb2_core_reqbufs            |           0 | vb2_queue *                       | q          | ops             | videobuf2-core.c           |  993 | hantro_queue_setup          |
| media_request_object_ops  | unbind              | media_request_object_unbind |           0 | media_request_object *            | obj        | ops             | mc-request.c               |  477 | vb2_req_unbind              |
| media_request_object_ops  | unbind              | media_request_object_unbind |           0 | media_request_object *            | obj        | ops             | mc-request.c               |  477 | v4l2_ctrl_request_unbind    |
| v4l2_ctrl_ops             | s_ctrl              | try_or_set_cluster          |           1 | v4l2_ctrl *                       | master     | ops             | v4l2-ctrls-core.c          | 2401 | hantro_av1_s_ctrl           |
| v4l2_ctrl_ops             | s_ctrl              | try_or_set_cluster          |           1 | v4l2_ctrl *                       | master     | ops             | v4l2-ctrls-core.c          | 2401 | hantro_hevc_s_ctrl          |
| v4l2_ctrl_ops             | s_ctrl              | try_or_set_cluster          |           1 | v4l2_ctrl *                       | master     | ops             | v4l2-ctrls-core.c          | 2401 | hantro_vp9_s_ctrl           |
| v4l2_ctrl_ops             | s_ctrl              | try_or_set_cluster          |           1 | v4l2_ctrl *                       | master     | ops             | v4l2-ctrls-core.c          | 2401 | hantro_jpeg_s_ctrl          |
| v4l2_ctrl_ops             | try_ctrl            | try_or_set_cluster          |           1 | v4l2_ctrl *                       | master     | ops             | v4l2-ctrls-core.c          | 2396 | hantro_try_ctrl             |
| v4l2_ctrl_type_ops        | init                | v4l2_ctrl_new               |           2 | const v4l2_ctrl_type_ops *        | type_ops   | type_ops        | v4l2-ctrls-core.c          | 2008 | v4l2_ctrl_type_op_init      |
| v4l2_subscribed_event_ops | add                 | v4l2_event_subscribe        |           3 | const v4l2_subscribed_event_ops * | ops        | ops             | v4l2-event.c               |  262 | v4l2_ctrl_add_event         |
| v4l2_m2m_ops              | device_run          | v4l2_m2m_try_run            |           0 | v4l2_m2m_dev *                    | m2m_dev    | m2m_ops         | v4l2-mem2mem.c             |  284 | device_run                  |
| hantro_codec_ops          | reset               | rockchip_vpu2_vp8_dec_run   |           0 | hantro_ctx *                      | ctx        | codec_ops       | rockchip_vpu2_hw_vp8_dec.c |  539 | hantro_g1_reset             |
| hantro_codec_ops          | reset               | rockchip_vpu2_vp8_dec_run   |           0 | hantro_ctx *                      | ctx        | codec_ops       | rockchip_vpu2_hw_vp8_dec.c |  539 | imx8m_vpu_g1_reset          |
| hantro_codec_ops          | reset               | rockchip_vpu2_vp8_dec_run   |           0 | hantro_ctx *                      | ctx        | codec_ops       | rockchip_vpu2_hw_vp8_dec.c |  539 | rockchip_vpu2_enc_reset     |
| hantro_codec_ops          | reset               | rockchip_vpu2_vp8_dec_run   |           0 | hantro_ctx *                      | ctx        | codec_ops       | rockchip_vpu2_hw_vp8_dec.c |  539 | rockchip_vpu2_dec_reset     |
| hantro_codec_ops          | reset               | rockchip_vpu2_vp8_dec_run   |           0 | hantro_ctx *                      | ctx        | codec_ops       | rockchip_vpu2_hw_vp8_dec.c |  539 | rockchip_vpu1_enc_reset     |
| hantro_codec_ops          | reset               | rockchip_vpu2_vp8_dec_run   |           0 | hantro_ctx *                      | ctx        | codec_ops       | rockchip_vpu2_hw_vp8_dec.c |  539 | rk3066_vpu_dec_reset        |
| hantro_codec_ops          | reset               | rockchip_vpu2_vp8_dec_run   |           0 | hantro_ctx *                      | ctx        | codec_ops       | rockchip_vpu2_hw_vp8_dec.c |  539 | stm32mp25_venc_reset        |
| hantro_codec_ops          | reset               | rockchip_vpu2_vp8_dec_run   |           0 | hantro_ctx *                      | ctx        | codec_ops       | rockchip_vpu2_hw_vp8_dec.c |  539 | sunxi_vpu_reset             |
| hantro_codec_ops          | run                 | device_run                  |           0 | void *                            | priv       | codec_ops       | hantro_drv.c               |  189 | hantro_g2_vp9_dec_run       |
| hantro_codec_ops          | run                 | device_run                  |           0 | void *                            | priv       | codec_ops       | hantro_drv.c               |  189 | rockchip_vpu2_vp8_dec_run   |
| hantro_codec_ops          | run                 | device_run                  |           0 | void *                            | priv       | codec_ops       | hantro_drv.c               |  189 | hantro_g1_vp8_dec_run       |
| hantro_codec_ops          | run                 | device_run                  |           0 | void *                            | priv       | codec_ops       | hantro_drv.c               |  189 | rockchip_vpu2_mpeg2_dec_run |
| hantro_codec_ops          | run                 | device_run                  |           0 | void *                            | priv       | codec_ops       | hantro_drv.c               |  189 | hantro_g1_mpeg2_dec_run     |
| hantro_codec_ops          | run                 | device_run                  |           0 | void *                            | priv       | codec_ops       | hantro_drv.c               |  189 | rockchip_vpu981_av1_dec_run |
| hantro_codec_ops          | run                 | device_run                  |           0 | void *                            | priv       | codec_ops       | hantro_drv.c               |  189 | hantro_g2_hevc_dec_run      |
| hantro_codec_ops          | run                 | device_run                  |           0 | void *                            | priv       | codec_ops       | hantro_drv.c               |  189 | hantro_g1_h264_dec_run      |
| hantro_codec_ops          | run                 | device_run                  |           0 | void *                            | priv       | codec_ops       | hantro_drv.c               |  189 | rockchip_vpu2_h264_dec_run  |
| hantro_codec_ops          | run                 | device_run                  |           0 | void *                            | priv       | codec_ops       | hantro_drv.c               |  189 | rockchip_vpu2_jpeg_enc_run  |
| hantro_codec_ops          | run                 | device_run                  |           0 | void *                            | priv       | codec_ops       | hantro_drv.c               |  189 | hantro_h1_jpeg_enc_run      |
