Running query: recursive_function_calls.ql on database /home/till/thesis/hantro-db...
|  scope   |                  caller_func                   |                  called_func                   |             file             |
| 1_driver | rockchip_vpu981_av1_dec_get_shear_params       | __compiletime_assert_628                       | rockchip_vpu981_hw_av1_dec.c |
| 1_driver | rockchip_vpu981_av1_dec_get_shear_params       | __compiletime_assert_628                       | camss-video.c                |
| 1_driver | rockchip_vpu981_av1_dec_get_shear_params       | __compiletime_assert_628                       | vdec_av1_req_lat_if.c        |
| 1_driver | rockchip_vpu981_av1_dec_get_shear_params       | __compiletime_assert_628                       | j721e-csi2rx.c               |
| 1_driver | rockchip_vpu981_av1_dec_get_shear_params       | __compiletime_assert_628                       | uvc_isight.c                 |
| 1_driver | rockchip_vpu981_av1_dec_get_shear_params       | __compiletime_assert_628                       | vsp1_video.c                 |
| 1_driver | rockchip_vpu981_av1_dec_get_shear_params       | __compiletime_assert_628                       | imx7-media-csi.c             |
| 1_driver | rockchip_vpu981_av1_dec_get_shear_params       | __compiletime_assert_628                       | mxc-jpeg.c                   |
| 1_driver | rockchip_vpu981_av1_dec_get_shear_params       | __compiletime_assert_632                       | v4l2-rect.h                  |
| 1_driver | rockchip_vpu981_av1_dec_get_shear_params       | __compiletime_assert_632                       | pagemap.h                    |
| 1_driver | rockchip_vpu981_av1_dec_get_shear_params       | __compiletime_assert_624                       | camss-video.c                |
| 1_driver | rockchip_vpu981_av1_dec_get_shear_params       | __compiletime_assert_632                       | vsp1_brx.c                   |
| 1_driver | rockchip_vpu981_av1_dec_get_shear_params       | __compiletime_assert_632                       | imx8-isi-pipe.c              |
| 1_driver | rockchip_vpu981_av1_dec_get_shear_params       | __compiletime_assert_632                       | uvc_v4l2.c                   |
| 1_driver | rockchip_vpu981_av1_dec_get_shear_params       | __compiletime_assert_632                       | vsp1_histo.c                 |
| 1_driver | rockchip_vpu981_av1_dec_get_shear_params       | __compiletime_assert_632                       | vsp1_uif.c                   |
| 1_driver | rockchip_vpu981_av1_dec_get_shear_params       | __compiletime_assert_632                       | wave5-hw.c                   |
| 1_driver | rockchip_vpu981_av1_dec_get_shear_params       | __compiletime_assert_632                       | mtk_vcodec_enc.c             |
