Running query: recursive_function_calls.ql on database /home/till/thesis/hantro-db...
|                     col0                     |             col1             |
| ov5640_write_reg16                           | ov5640.c                     |
| ov5640_read_reg16                            | ov5640.c                     |
| ov5640_read_reg                              | ov5640.c                     |
| ov5640_write_reg                             | ov5640.c                     |
| ov5640_timings                               | ov5640.c                     |
| ov5640_is_csi2                               | ov5640.c                     |
| ctrl_to_sd                                   | ov5640.c                     |
| to_ov5640_dev                                | ov5640.c                     |
| ov5645_s_ctrl                                | ov5645.c                     |
| ov5645_set_awb                               | ov5645.c                     |
| ov5645_set_test_pattern                      | ov5645.c                     |
| ov5645_set_vflip                             | ov5645.c                     |
| ov5645_set_hflip                             | ov5645.c                     |
| ov5645_set_saturation                        | ov5645.c                     |
| ov5645_set_agc_mode                          | ov5645.c                     |
| ov5645_set_aec_mode                          | ov5645.c                     |
| ov5645_write_reg                             | ov5645.c                     |
| ov5647_s_ctrl                                | ov5647.c                     |
| ov5647_s_exposure                            | ov5647.c                     |
| ov5647_s_analogue_gain                       | ov5647.c                     |
| ov5647_s_exposure_auto                       | ov5647.c                     |
| ov5647_s_autogain                            | ov5647.c                     |
| ov5647_s_auto_white_balance                  | ov5647.c                     |
| ov5647_read                                  | ov5647.c                     |
| ov5647_write                                 | ov5647.c                     |
| ov5647_write16                               | ov5647.c                     |
| ov5648_s_ctrl                                | ov5648.c                     |
| ov5648_g_volatile_ctrl                       | ov5648.c                     |
| ov5648_test_pattern_configure                | ov5648.c                     |
| ov5648_flip_horz_configure                   | ov5648.c                     |
| ov5648_flip_vert_configure                   | ov5648.c                     |
| ov5648_white_balance_configure               | ov5648.c                     |
| ov5648_white_balance_auto_configure          | ov5648.c                     |
| ov5648_gain_value                            | ov5648.c                     |
| ov5648_gain_configure                        | ov5648.c                     |
| ov5648_gain_auto_configure                   | ov5648.c                     |
| ov5648_exposure_value                        | ov5648.c                     |
| ov5648_exposure_configure                    | ov5648.c                     |
| ov5648_exposure_auto_configure               | ov5648.c                     |
| ov5648_update_bits                           | ov5648.c                     |
| ov5648_write                                 | ov5648.c                     |
| ov5648_read                                  | ov5648.c                     |
| ov5695_set_ctrl                              | ov5695.c                     |
| ov5695_enable_test_pattern                   | ov5695.c                     |
| ov5695_write_reg                             | ov5695.c                     |
| ov7251_s_ctrl                                | ov7251.c                     |
| ov7251_vts_configure                         | ov7251.c                     |
| ov7251_set_test_pattern                      | ov7251.c                     |
| ov7251_set_vflip                             | ov7251.c                     |
| ov7251_set_hflip                             | ov7251.c                     |
| ov7251_set_gain                              | ov7251.c                     |
| ov7251_set_exposure                          | ov7251.c                     |
| ov7251_write_seq_regs                        | ov7251.c                     |
| ov7251_write_reg                             | ov7251.c                     |
| __create_pipe                                | usb.h                        |
| usb_set_interface                            | usb.h                        |
| usb_clear_halt                               | usb.h                        |
| usb_poison_urb                               | usb.h                        |
| usb_free_urb                                 | usb.h                        |
| __media_entity_next_link                     | mc-entity.c                  |
| media_pad_pipeline                           | mc-entity.c                  |
| media_entity_pipeline                        | mc-entity.c                  |
| media_pad_remote_pad_first                   | mc-entity.c                  |
| media_pipeline_alloc_start                   | mc-entity.c                  |
| media_pipeline_stop                          | mc-entity.c                  |
| __media_pipeline_stop                        | mc-entity.c                  |
| media_pipeline_start                         | mc-entity.c                  |
| __media_pipeline_start                       | mc-entity.c                  |
| media_pipeline_populate                      | mc-entity.c                  |
| media_pipeline_cleanup                       | mc-entity.c                  |
| media_pipeline_explore_next_link             | mc-entity.c                  |
| media_pipeline_add_pad                       | mc-entity.c                  |
| media_pipeline_walk_destroy                  | mc-entity.c                  |
| media_pipeline_walk_pop                      | mc-entity.c                  |
| media_pipeline_walk_push                     | mc-entity.c                  |
| media_pipeline_walk_resize                   | mc-entity.c                  |
| media_pipeline_walk_empty                    | mc-entity.c                  |
| media_pipeline_walk_top                      | mc-entity.c                  |
| media_entity_has_pad_interdep                | mc-entity.c                  |
| vdec_op_s_ctrl                               | vdec.c                       |
| vdec_op_s_ctrl                               | vdec_ctrls.c                 |
| venc_op_s_ctrl                               | venc.c                       |
| venc_op_s_ctrl                               | venc_ctrls.c                 |
| check_fmt                                    | v4l2-ioctl.c                 |
| pm_runtime_put_sync                          | pm_runtime.h                 |
| pm_runtime_put_autosuspend                   | pm_runtime.h                 |
| pm_runtime_put                               | pm_runtime.h                 |
| pm_runtime_resume_and_get                    | pm_runtime.h                 |
| pm_runtime_mark_last_busy                    | pm_runtime.h                 |
| pm_runtime_suspended                         | pm_runtime.h                 |
| pm_runtime_put_noidle                        | pm_runtime.h                 |
| pm_runtime_get_if_in_use                     | pm_runtime.h                 |
| __pm_runtime_resume                          | pm_runtime.h                 |
| __pm_runtime_suspend                         | pm_runtime.h                 |
| __pm_runtime_idle                            | pm_runtime.h                 |
| is_media_entity_v4l2_subdev                  | media-entity.h               |
| v4l2_fill_pixfmt_mp                          | v4l2-common.c                |
| v4l2_apply_frmsize_constraints               | v4l2-common.c                |
| v4l2_format_info                             | v4l2-common.c                |
| v4l_bound_align_image                        | v4l2-common.c                |
| dma_buf_vunmap_unlocked                      | dma-buf.h                    |
| dma_buf_vmap_unlocked                        | dma-buf.h                    |
| dma_buf_unmap_attachment_unlocked            | dma-buf.h                    |
| dma_buf_put                                  | dma-buf.h                    |
| dma_buf_detach                               | dma-buf.h                    |
| v4l2_m2m_ioctl_reqbufs                       | v4l2-mem2mem.c               |
| v4l2_m2m_src_buf_remove_by_buf               | v4l2-mem2mem.h               |
| v4l2_m2m_buf_remove_by_buf                   | v4l2-mem2mem.c               |
| v4l2_m2m_dst_buf_remove                      | v4l2-mem2mem.h               |
| v4l2_m2m_src_buf_remove                      | v4l2-mem2mem.h               |
| v4l2_m2m_buf_remove                          | v4l2-mem2mem.c               |
| v4l2_m2m_next_dst_buf                        | v4l2-mem2mem.h               |
| v4l2_m2m_next_src_buf                        | v4l2-mem2mem.h               |
| v4l2_m2m_next_buf                            | v4l2-mem2mem.c               |
| v4l2_m2m_num_dst_bufs_ready                  | v4l2-mem2mem.h               |
| v4l2_m2m_num_src_bufs_ready                  | v4l2-mem2mem.h               |
| v4l2_m2m_buf_queue                           | v4l2-mem2mem.c               |
| v4l2_m2m_update_stop_streaming_state         | v4l2-mem2mem.c               |
| v4l2_m2m_reqbufs                             | v4l2-mem2mem.c               |
| v4l2_m2m_last_buffer_done                    | v4l2-mem2mem.c               |
| v4l2_m2m_has_stopped                         | v4l2-mem2mem.h               |
| v4l2_m2m_mark_stopped                        | v4l2-mem2mem.h               |
| v4l2_m2m_clear_state                         | v4l2-mem2mem.h               |
| v4l2_m2m_buf_done                            | v4l2-mem2mem.h               |
| v4l2_m2m_job_finish                          | v4l2-mem2mem.c               |
| v4l2_m2m_get_vq                              | v4l2-mem2mem.c               |
| v4l2_m2m_get_curr_priv                       | v4l2-mem2mem.c               |
| vidioc_reqbufs                               | s5p_mfc_enc.c                |
| vidioc_reqbufs                               | s5p_mfc_dec.c                |
| to_vpu_vb2_buffer                            | vpu.h                        |
| vpu_helper_g_volatile_ctrl                   | vpu_helpers.c                |
| vpu_type_name                                | vpu_v4l2.h                   |
| vpu_get_format                               | vpu_v4l2.h                   |
| vpu_vb2_buffers_return                       | vpu_v4l2.c                   |
| vpu_notify_eos                               | vpu_v4l2.c                   |
| vpu_get_fmt_plane_size                       | vpu_v4l2.c                   |
| vpu_set_buffer_state                         | vpu_v4l2.c                   |
| vpu_vb2_stop_streaming                       | vpu_v4l2.c                   |
| vpu_vb2_buf_finish                           | vpu_v4l2.c                   |
| vpu_vb2_buf_init                             | vpu_v4l2.c                   |
| vpu_vb2_queue_setup                          | vpu_v4l2.c                   |
| h264_level                                   | s5p_mfc_enc.c                |
| reset_control_assert                         | reset.h                      |
| state_to_str                                 | wave5-helper.c               |
| gen_pool_free                                | genalloc.h                   |
| gen_pool_free_owner                          | genalloc.h                   |
| wave5_vpu_enc_give_command                   | wave5-vpuapi.c               |
| wave5_vpu_enc_get_output_info                | wave5-vpuapi.c               |
| wave5_vpu_dec_set_disp_flag                  | wave5-vpuapi.c               |
| wave5_vpu_dec_give_command                   | wave5-vpuapi.c               |
| wave5_vpu_dec_reset_framebuffer              | wave5-vpuapi.c               |
| wave5_vpu_dec_get_rd_ptr                     | wave5-vpuapi.c               |
| wave5_vpu_dec_get_output_info                | wave5-vpuapi.c               |
| wave5_vpu_flush_instance                     | wave5-vpuapi.c               |
| wave5_vdi_free_dma_memory                    | wave5-vdi.c                  |
| wave5_vdi_read_register                      | wave5-vdi.c                  |
| wave5_vdi_write_register                     | wave5-vdi.c                  |
| wave5_vpu_both_queues_are_streaming          | wave5-vpu.h                  |
| wave5_vpu_wait_interrupt                     | wave5-vpu.c                  |
| wave5_ctrl_to_vpu_inst                       | wave5-vpu.h                  |
| wave5_vpu_enc_get_result                     | wave5-hw.c                   |
| wave5_dec_get_rd_ptr                         | wave5-hw.c                   |
| wave5_dec_set_disp_flag                      | wave5-hw.c                   |
| wave5_vpu_dec_get_result                     | wave5-hw.c                   |
| wave5_vpu_hw_flush_instance                  | wave5-hw.c                   |
| __compiletime_assert_690                     | wave5-hw.c                   |
| __compiletime_assert_689                     | wave5-hw.c                   |
| __compiletime_assert_688                     | wave5-hw.c                   |
| __compiletime_assert_687                     | wave5-hw.c                   |
| __compiletime_assert_686                     | wave5-hw.c                   |
| wave5_get_dec_seq_result                     | wave5-hw.c                   |
| __compiletime_assert_645                     | j721e-csi2rx.c               |
| __compiletime_assert_645                     | vdec.c                       |
| __compiletime_assert_645                     | wave5-hw.c                   |
| __compiletime_assert_645                     | e5010-jpeg-enc.c             |
| __compiletime_assert_642                     | j721e-csi2rx.c               |
| __compiletime_assert_642                     | vdec_av1_req_lat_if.c        |
| __compiletime_assert_642                     | vdec.c                       |
| __compiletime_assert_642                     | wave5-hw.c                   |
| __compiletime_assert_642                     | uvc_ctrl.c                   |
| __compiletime_assert_642                     | jpeg-core.c                  |
| __compiletime_assert_639                     | j721e-csi2rx.c               |
| __compiletime_assert_639                     | vdec.c                       |
| __compiletime_assert_639                     | wave5-hw.c                   |
| __compiletime_assert_639                     | snps_hdmirx.c                |
| __compiletime_assert_639                     | wave5-vpu-dec.c              |
| __compiletime_assert_639                     | rcar_fdp1.c                  |
| __compiletime_assert_636                     | j721e-csi2rx.c               |
| __compiletime_assert_636                     | vdec_av1_req_lat_if.c        |
| __compiletime_assert_636                     | camss-video.c                |
| __compiletime_assert_636                     | rockchip_vpu981_hw_av1_dec.c |
| __compiletime_assert_636                     | vdec.c                       |
| __compiletime_assert_636                     | wave5-vpu-enc.c              |
| __compiletime_assert_636                     | wave5-hw.c                   |
| __compiletime_assert_636                     | snps_hdmirx.c                |
| __compiletime_assert_636                     | vsp1_histo.c                 |
| __compiletime_assert_636                     | imx8-isi-video.c             |
| __compiletime_assert_636                     | imx8-isi-pipe.c              |
| __compiletime_assert_636                     | vsp1_brx.c                   |
| wave5_send_query                             | wave5-hw.c                   |
| send_firmware_command                        | wave5-hw.c                   |
| wave5_vpu_firmware_command_queue_error_check | wave5-hw.c                   |
| wave5_bit_issue_command                      | wave5-hw.c                   |
| wave5_wait_vpu_busy                          | wave5-hw.c                   |
| __compiletime_assert_625                     | camss-csiphy.c               |
| __compiletime_assert_625                     | gsc-core.c                   |
| __compiletime_assert_625                     | meson-ir.c                   |
| __compiletime_assert_625                     | hantro_jpeg.c                |
| __compiletime_assert_625                     | venc.c                       |
| __compiletime_assert_625                     | vdec_vp9_req_lat_if.c        |
| __compiletime_assert_625                     | vdec.c                       |
| __compiletime_assert_625                     | mtk_vcodec_enc.c             |
| __compiletime_assert_625                     | wave5-hw.c                   |
| __compiletime_assert_625                     | v4l2-common.c                |
| __compiletime_assert_625                     | camss-vfe.c                  |
| __compiletime_assert_625                     | rzg2l-csi2.c                 |
| __compiletime_assert_625                     | camss-csid.c                 |
| __compiletime_assert_625                     | camss-ispif.c                |
| __compiletime_assert_625                     | mtk_vcodec_dec_drv.c         |
| __compiletime_assert_625                     | rcar_fdp1.c                  |
| __compiletime_assert_625                     | imx8-isi-video.c             |
| __compiletime_assert_625                     | core.h                       |
| _wave5_print_reg_err                         | wave5-hw.c                   |
| cmd_to_str                                   | wave5-hw.c                   |
| wave5_vpu_dec_stop_streaming                 | wave5-vpu-dec.c              |
| streamoff_capture                            | wave5-vpu-enc.c              |
| streamoff_capture                            | wave5-vpu-dec.c              |
| streamoff_output                             | wave5-vpu-enc.c              |
| streamoff_output                             | wave5-vpu-dec.c              |
| wave5_vpu_dec_queue_setup                    | wave5-vpu-dec.c              |
| send_eos_event                               | wave5-vpu-dec.c              |
| switch_state                                 | wave5-vpu-enc.c              |
| switch_state                                 | wave5-vpu-dec.c              |
| wave5_vpu_enc_stop_streaming                 | wave5-vpu-enc.c              |
| wave5_vpu_enc_queue_setup                    | wave5-vpu-enc.c              |
| wave5_vpu_enc_s_ctrl                         | wave5-vpu-enc.c              |
| reset_auxiliary_buffers                      | wave5-vpuapi.c               |
| e5010_stop_streaming                         | e5010-jpeg-enc.c             |
| e5010_buf_finish                             | e5010-jpeg-enc.c             |
| e5010_queue_setup                            | e5010-jpeg-enc.c             |
| e5010_vb2_buffers_return                     | e5010-jpeg-enc.c             |
| write_header                                 | e5010-jpeg-enc.c             |
| jpg_encode_sos_header                        | e5010-jpeg-enc.c             |
| encode_frame_header                          | e5010-jpeg-enc.c             |
| encode_marker_segment                        | e5010-jpeg-enc.c             |
| header_write                                 | e5010-jpeg-enc.c             |
| e5010_s_ctrl                                 | e5010-jpeg-enc.c             |
| calculate_qp_tables                          | e5010-jpeg-enc.c             |
| get_queue                                    | e5010-jpeg-enc.c             |
| type_name                                    | e5010-jpeg-enc.c             |
| mtk_jpeg_dec_stop_streaming                  | mtk_jpeg_core.c              |
| mtk_jpeg_enc_stop_streaming                  | mtk_jpeg_core.c              |
| mtk_jpeg_buf_remove                          | mtk_jpeg_core.c              |
| mtk_jpeg_set_queue_data                      | mtk_jpeg_core.c              |
| mtk_jpeg_queue_setup                         | mtk_jpeg_core.c              |
| mtk_jpeg_find_format                         | mtk_jpeg_core.c              |
| mtk_jpeg_get_q_data                          | mtk_jpeg_core.c              |
| vidioc_jpeg_enc_s_ctrl                       | mtk_jpeg_core.c              |
| mtk_jpeg_vb2_to_srcbuf                       | mtk_jpeg_core.c              |
| ctrl_to_ctx                                  | jpeg-core.c                  |
| ctrl_to_ctx                                  | mtk_jpeg_core.c              |
| ctrl_to_dec_ctx                              | mtk_vcodec_dec_drv.h         |
| ctrl_to_enc_ctx                              | mtk_vcodec_enc_drv.h         |
| vb2ops_vdec_stop_streaming                   | mtk_vcodec_dec.c             |
| vb2ops_vdec_buf_init                         | mtk_vcodec_dec.c             |
| vb2ops_vdec_buf_finish                       | mtk_vcodec_dec.c             |
| vb2ops_vdec_queue_setup                      | mtk_vcodec_dec.c             |
| mtk_vdec_lock                                | mtk_vcodec_dec.c             |
| mtk_vdec_unlock                              | mtk_vcodec_dec.c             |
| mtk_vdec_get_q_data                          | mtk_vcodec_dec.c             |
| mtk_vdec_g_v_ctrl                            | mtk_vcodec_dec_stateful.c    |
| mtk_vdec_s_ctrl                              | mtk_vcodec_dec_stateless.c   |
| mtk_vcodec_get_pic_info                      | mtk_vcodec_dec_stateless.c   |
| vb2ops_vdec_buf_request_complete             | mtk_vcodec_dec_stateless.c   |
| vdec_if_get_param                            | vdec_drv_if.c                |
| mtk_venc_lock                                | mtk_vcodec_enc.c             |
| mtk_venc_unlock                              | mtk_vcodec_enc.c             |
| venc_if_deinit                               | venc_drv_if.c                |
| vb2ops_venc_stop_streaming                   | mtk_vcodec_enc.c             |
| vb2ops_venc_queue_setup                      | mtk_vcodec_enc.c             |
| mtk_venc_get_q_data                          | mtk_vcodec_enc.c             |
| vidioc_venc_s_ctrl                           | mtk_vcodec_enc.c             |
| mxc_jpeg_s_ctrl                              | mxc-jpeg.c                   |
| mxc_jpeg_stop_streaming                      | mxc-jpeg.c                   |
| mxc_jpeg_queue_setup                         | mxc-jpeg.c                   |
| mxc_jpeg_get_plane_size                      | mxc-jpeg.c                   |
| notify_eos                                   | mxc-jpeg.c                   |
| mxc_jpeg_get_q_data                          | mxc-jpeg.c                   |
| imx7_csi_video_stop_streaming                | imx7-media-csi.c             |
| imx7_csi_video_buf_init                      | imx7-media-csi.c             |
| imx7_csi_video_queue_setup                   | imx7-media-csi.c             |
| to_imx7_csi_vb2_buffer                       | imx7-media-csi.c             |
| mxc_isi_channel_disable                      | imx8-isi-hw.c                |
| mxc_isi_channel_put                          | imx8-isi-hw.c                |
| mxc_isi_video_buffer_init                    | imx8-isi-video.c             |
| mxc_isi_video_queue_setup                    | imx8-isi-video.c             |
| mxc_isi_pipe_disable                         | imx8-isi-pipe.c              |
| mxc_isi_read                                 | imx8-isi-hw.c                |
| __mxc_isi_channel_put                        | imx8-isi-hw.c                |
| mxc_isi_channel_sw_reset                     | imx8-isi-hw.c                |
| mxc_isi_channel_irq_disable                  | imx8-isi-hw.c                |
| mxc_isi_write                                | imx8-isi-hw.c                |
| mxc_isi_m2m_ctx_s_ctrl                       | imx8-isi-m2m.c               |
| ctrl_to_mxc_isi_m2m_ctx                      | imx8-isi-m2m.c               |
| mxc_isi_m2m_vb2_stop_streaming               | imx8-isi-m2m.c               |
| mxc_isi_m2m_vb2_buffer_init                  | imx8-isi-m2m.c               |
| mxc_isi_m2m_vb2_queue_setup                  | imx8-isi-m2m.c               |
| mxc_isi_m2m_ctx_qdata                        | imx8-isi-m2m.c               |
| to_isi_m2m_buffer                            | imx8-isi-m2m.c               |
| mxc_isi_video_s_ctrl                         | imx8-isi-video.c             |
| ctrl_to_isi_video                            | imx8-isi-video.c             |
| mxc_isi_vb2_stop_streaming                   | imx8-isi-video.c             |
| mxc_isi_vb2_buffer_init                      | imx8-isi-video.c             |
| mxc_isi_vb2_queue_setup                      | imx8-isi-video.c             |
| to_isi_buffer                                | imx8-isi-video.c             |
| mxc_isi_video_return_buffers                 | imx8-isi-video.c             |
| csid_s_ctrl                                  | camss-csid.c                 |
| csid_set_test_pattern                        | camss-csid.c                 |
| video_stop_streaming                         | camss-video.c                |
| video_buf_init                               | camss-video.c                |
| video_queue_setup                            | camss-video.c                |
| hfi_bufreq_set_count_min                     | hfi_helper.h                 |
| hfi_bufreq_get_count_min                     | hfi_helper.h                 |
| hfi_session_set_property                     | hfi.c                        |
| hfi_session_get_property                     | hfi.c                        |
| hfi_session_unset_buffers                    | hfi.c                        |
| hfi_session_flush                            | hfi.c                        |
| hfi_session_unload_res                       | hfi.c                        |
| hfi_session_abort                            | hfi.c                        |
| hfi_session_stop                             | hfi.c                        |
| hfi_session_deinit                           | hfi.c                        |
| hfi_session_init                             | hfi.c                        |
| hfi_platform_get_codec_lp_freq               | hfi_platform.c               |
| hfi_platform_get_codec_vsp_freq              | hfi_platform.c               |
| hfi_platform_get_codec_vpp_freq              | hfi_platform.c               |
| hfi_platform_get                             | hfi_platform.c               |
| venus_caps_by_codec                          | core.h                       |
| venus_pm_release_core                        | pm_helpers.h                 |
| venus_pm_load_scale                          | pm_helpers.h                 |
| venus_helper_set_stride                      | helpers.c                    |
| venus_helper_set_profile_level               | helpers.c                    |
| venus_helper_get_profile_level               | helpers.c                    |
| venus_helper_unregister_bufs                 | helpers.c                    |
| venus_helper_intbufs_free                    | helpers.c                    |
| venus_helper_free_dpb_bufs                   | helpers.c                    |
| venus_helper_session_init                    | helpers.c                    |
| venus_helper_get_opb_size                    | helpers.c                    |
| venus_helper_set_color_format                | helpers.c                    |
| venus_helper_set_raw_format                  | helpers.c                    |
| venus_helper_set_work_mode                   | helpers.c                    |
| venus_helper_set_output_resolution           | helpers.c                    |
| venus_helper_set_input_resolution            | helpers.c                    |
| venus_helper_get_framesz                     | helpers.c                    |
| venus_helper_get_framesz_raw                 | helpers.c                    |
| venus_helper_get_bufreq                      | helpers.c                    |
| venus_helper_vb2_stop_streaming              | helpers.c                    |
| venus_helper_vb2_buf_init                    | helpers.c                    |
| venus_helper_buffers_done                    | helpers.c                    |
| mbs_per_frame_max                            | hfi_parser.h                 |
| frame_height_min                             | hfi_parser.h                 |
| frame_width_min                              | hfi_parser.h                 |
| cap_max                                      | hfi_parser.h                 |
| cap_min                                      | hfi_parser.h                 |
| get_cap                                      | hfi_parser.h                 |
| venus_helper_get_work_mode                   | helpers.c                    |
| get_framesize_raw_yuv420_tp10_ubwc           | helpers.c                    |
| get_framesize_raw_p010_ubwc                  | helpers.c                    |
| get_framesize_raw_p010                       | helpers.c                    |
| get_framesize_raw_nv12_ubwc                  | helpers.c                    |
| get_framesize_raw_nv12                       | helpers.c                    |
| hfi_id_profile_level                         | helpers.c                    |
| v4l2_id_profile_level                        | helpers.c                    |
| find_hfi_id                                  | helpers.c                    |
| find_v4l2_id                                 | helpers.c                    |
| platform_get_bufreq                          | helpers.c                    |
| to_hfi_raw_fmt                               | helpers.c                    |
| is_dynamic_bufmode                           | helpers.c                    |
| fill_buffer_desc                             | helpers.c                    |
| intbufs_unset_buffers                        | helpers.c                    |
| free_dpb_buf                                 | helpers.c                    |
| wait_session_msg                             | hfi.c                        |
| to_codec_type                                | hfi.c                        |
| clear_bit                                    | instrumented-atomic.h        |
| vdec_buf_cleanup                             | vdec.c                       |
| vdec_buf_init                                | vdec.c                       |
| vdec_session_release                         | vdec.c                       |
| vdec_stop_streaming                          | vdec.c                       |
| vdec_stop_output                             | vdec.c                       |
| vdec_stop_capture                            | vdec.c                       |
| vdec_cancel_dst_buffers                      | vdec.c                       |
| vdec_queue_setup                             | vdec.c                       |
| vdec_num_buffers                             | vdec.c                       |
| vdec_session_init                            | vdec.c                       |
| vdec_pm_get_put                              | vdec.c                       |
| vdec_pm_put                                  | vdec.c                       |
| vdec_pm_get                                  | vdec.c                       |
| vdec_op_g_volatile_ctrl                      | vdec_ctrls.c                 |
| venc_buf_cleanup                             | venc.c                       |
| venc_release_session                         | venc.c                       |
| venc_buf_init                                | venc.c                       |
| venc_queue_setup                             | venc.c                       |
| venc_out_num_buffers                         | venc.c                       |
| venc_init_session                            | venc.c                       |
| venc_set_properties                          | venc.c                       |
| venc_pm_put                                  | venc.c                       |
| venc_pm_get                                  | venc.c                       |
| venc_v4l2_to_hfi                             | venc.c                       |
| venc_op_g_volatile_ctrl                      | venc_ctrls.c                 |
| venc_calc_bpframes                           | venc_ctrls.c                 |
| rvin_stop_streaming                          | rcar-dma.c                   |
| rvin_set_alpha                               | rcar-dma.c                   |
| rvin_s_ctrl                                  | rcar-core.c                  |
| rvin_stop_streaming_vq                       | rcar-dma.c                   |
| rvin_set_stream                              | rcar-dma.c                   |
| rvin_mc_validate_format                      | rcar-dma.c                   |
| rvin_queue_setup                             | rcar-dma.c                   |
| return_unused_buffers                        | rcar-dma.c                   |
| return_unused_buffers                        | rzg2l-video.c                |
| rvin_capture_stop                            | rcar-dma.c                   |
| rvin_capture_active                          | rcar-dma.c                   |
| rvin_disable_interrupts                      | rcar-dma.c                   |
| rvin_scaler_needed                           | rcar-dma.c                   |
| rvin_read                                    | rcar-dma.c                   |
| rvin_write                                   | rcar-dma.c                   |
| dma_release_channel                          | dmaengine.h                  |
| dma_async_issue_pending                      | dmaengine.h                  |
| dmaengine_submit                             | dmaengine.h                  |
| dmaengine_terminate_sync                     | dmaengine.h                  |
| dmaengine_synchronize                        | dmaengine.h                  |
| dmaengine_terminate_async                    | dmaengine.h                  |
| dmaengine_prep_slave_single                  | dmaengine.h                  |
| dma_submit_error                             | dmaengine.h                  |
| rcar_drif_stop_streaming                     | rcar_drif.c                  |
| rcar_drif_stop                               | rcar_drif.c                  |
| rcar_drif_stop_channel                       | rcar_drif.c                  |
| rcar_drif_disable_rx                         | rcar_drif.c                  |
| rcar_drif_queue_setup                        | rcar_drif.c                  |
| rcar_drif_release_buf                        | rcar_drif.c                  |
| rcar_drif_release_queued_bufs                | rcar_drif.c                  |
| rcar_drif_release_dmachannels                | rcar_drif.c                  |
| rcar_drif_read                               | rcar_drif.c                  |
| rcar_drif_write                              | rcar_drif.c                  |
| fdp1_stop_streaming                          | rcar_fdp1.c                  |
| fdp1_queue_setup                             | rcar_fdp1.c                  |
| fdp1_s_ctrl                                  | rcar_fdp1.c                  |
| fdp1_g_ctrl                                  | rcar_fdp1.c                  |
| fdp1_dequeue_field                           | rcar_fdp1.c                  |
| fdp1_field_complete                          | rcar_fdp1.c                  |
| get_queued_job                               | rcar_fdp1.c                  |
| list_remove_job                              | rcar_fdp1.c                  |
| get_q_data                                   | jpeg-core.c                  |
| get_q_data                                   | rcar_fdp1.c                  |
| rzg2l_cru_stop_streaming_vq                  | rzg2l-video.c                |
| rzg2l_cru_stop_streaming                     | rzg2l-video.c                |
| rzg2l_cru_set_stream                         | rzg2l-video.c                |
| rzg2l_cru_mc_validate_format                 | rzg2l-video.c                |
| rzg2l_cru_queue_setup                        | rzg2l-video.c                |
| vsp1_write                                   | vsp1.h                       |
| vsp1_read                                    | vsp1.h                       |
| vsp1_reset_wpf                               | vsp1_drv.c                   |
| brx_s_ctrl                                   | vsp1_brx.c                   |
| vsp1_dl_body_write                           | vsp1_dl.c                    |
| vsp1_dl_body_put                             | vsp1_dl.c                    |
| vsp1_dl_body_get                             | vsp1_dl.c                    |
| clu_s_ctrl                                   | vsp1_clu.c                   |
| clu_set_table                                | vsp1_clu.c                   |
| vsp1_pipeline_stop                           | vsp1_pipe.c                  |
| vsp1_pipeline_stopped                        | vsp1_pipe.c                  |
| vsp1_wpf_stop                                | vsp1_wpf.c                   |
| hgt_hue_areas_s_ctrl                         | vsp1_hgt.c                   |
| hgt_hue_areas_try_ctrl                       | vsp1_hgt.c                   |
| histo_stop_streaming                         | vsp1_histo.c                 |
| histo_queue_setup                            | vsp1_histo.c                 |
| lut_s_ctrl                                   | vsp1_lut.c                   |
| lut_set_table                                | vsp1_lut.c                   |
| vsp1_rwpf_s_ctrl                             | vsp1_rwpf.c                  |
| sru_s_ctrl                                   | vsp1_sru.c                   |
| vsp1_video_stop_streaming                    | vsp1_video.c                 |
| vsp1_video_cleanup_pipeline                  | vsp1_video.c                 |
| vsp1_video_release_buffers                   | vsp1_video.c                 |
| vsp1_video_queue_setup                       | vsp1_video.c                 |
| vsp1_video_pipeline_put                      | vsp1_video.c                 |
| vsp1_wpf_s_ctrl                              | vsp1_wpf.c                   |
| vsp1_wpf_set_rotation                        | vsp1_wpf.c                   |
| rkvdec2_stop_streaming                       | rkvdec2.c                    |
| rkvdec2_queue_cleanup                        | rkvdec2.c                    |
| rkvdec2_free_rcb                             | rkvdec2.c                    |
| rkvdec2_buf_request_complete                 | rkvdec2.c                    |
| rkvdec2_queue_setup                          | rkvdec2.c                    |
| rkvdec2_try_ctrl                             | rkvdec2.c                    |
| ctx_get_frame                                | gsc-core.h                   |
| gsc_ctx_state_is_set                         | gsc-core.h                   |
| gsc_ctx_state_lock_clear                     | gsc-core.h                   |
| gsc_ctx_state_lock_set                       | gsc-core.h                   |
| gsc_m2m_job_finish                           | gsc-m2m.c                    |
| gsc_check_scaler_ratio                       | gsc-core.c                   |
| gsc_s_ctrl                                   | gsc-core.c                   |
| __gsc_s_ctrl                                 | gsc-core.c                   |
| gsc_m2m_reqbufs                              | gsc-m2m.c                    |
| gsc_m2m_queue_setup                          | gsc-m2m.c                    |
| gsc_m2m_stop_streaming                       | gsc-m2m.c                    |
| __gsc_m2m_cleanup_queue                      | gsc-m2m.c                    |
| __gsc_m2m_job_abort                          | gsc-m2m.c                    |
| gsc_m2m_ctx_stop_req                         | gsc-m2m.c                    |
| s5p_jpeg_stop_streaming                      | jpeg-core.c                  |
| s5p_jpeg_set_capture_queue_data              | jpeg-core.c                  |
